chrX	117897814	118117340	KLHL13-208	97	-	ENSG00000003096.14	ENST00000541812.5	protein_coding	117897814,117901833,117909301,117919521,117920238,117945434,118028424,118117277	117899395,117901946,117910096,117919717,117920370,117945575,118028497,118117340	118028471	117898908
chr2	72129238	72148038	CYP26B1-201	61	-	ENSG00000003137.8	ENST00000001146.6	protein_coding	72129238,72133023,72134761,72135144,72143989,72147631	72132619,72133307,72134916,72135419,72144213,72148038	72147832	72132227
chr7	8113187	8262612	ICA1-207	38	-	ENSG00000003147.18	ENST00000406470.6	protein_coding	8113187,8127873,8138840,8138985,8141765,8143875,8157116,8158527,8218305,8221275,8228601,8232590,8235910,8262440	8114044,8128142,8138881,8139047,8141817,8143972,8157214,8158652,8218503,8221398,8228673,8232755,8236005,8262612	8235924	8113923
chr16	90004865	90019473	DBNDD1-201	93	-	ENSG00000003249.13	ENST00000002501.10	protein_coding	90004865,90008784,90009284,90019311	90006492,90008924,90009430,90019473	90019339	90006335
chr2	201182881	201221665	CASP10-202	69	+	ENSG00000003400.14	ENST00000286186.10	protein_coding	201182881,201185771,201187706,201192984,201195842,201203730,201205882,201208075,201209070,201217588	201183308,201186124,201187799,201193119,201195948,201203766,201205973,201208183,201209562,201221665	201185778	201217739
chr8	17497215	17570573	SLC7A2-203	44	+	ENSG00000003989.17	ENST00000470360.5	protein_coding	17497215,17502257,17538777,17543318,17544451,17548678,17550301,17551764,17554946,17558295,17560328,17561944,17563603,17564950	17497237,17502302,17538922,17543715,17544606,17548843,17550434,17551986,17555082,17558397,17560533,17562110,17563711,17570573	17538825	17565144
chr3	129555175	129606818	PLXND1-201	16	-	ENSG00000004399.12	ENST00000324093.8	protein_coding	129555175,129556617,129557083,129558428,129559620,129560330,129560689,129561646,129561800,129562787,129563094,129565340,129565887,129566527,129567492,129567698,129569843,129570786,129571040,129571509,129571677,129572609,129572842,129573594,129574336,129575469,129575766,129578329,129583567,129584125,129584385,129585952,129586172,129586588,129589351,129605329	129556428,129556691,129557223,129558575,129559783,129560434,129560723,129561709,129561903,129562943,129563240,129565538,129566017,129566631,129567604,129567805,129569957,129570935,129571303,129571599,129571844,129572748,129572941,129573745,129574490,129575562,129575855,129578433,129583669,129584233,129584562,129586081,129586272,129586719,129589527,129606818	129606637	129556312
chr1	23019448	23083689	KDM1A-201	72	+	ENSG00000004487.16	ENST00000356634.7	protein_coding	23019448,23030469,23050387,23053761,23055069,23055932,23057484,23059073,23068539,23069061,23071225,23072124,23073292,23077228,23078990,23079553,23081446,23082220,23083179	23019947,23030634,23050520,23053839,23055161,23056038,23057565,23059167,23068681,23069151,23071359,23072197,23073403,23077360,23079177,23079667,23081573,23082366,23083689	23019597	23083362
chr19	35775575	35788822	ARHGAP33-203	24	+	ENSG00000004777.18	ENST00000314737.9	protein_coding	35775575,35777645,35777824,35778280,35778464,35779032,35780211,35780421,35780582,35780757,35780920,35781150,35782373,35782597,35782762,35784172,35784953,35785189,35785409,35786896,35787168	35775664,35777742,35777908,35778360,35778601,35779124,35780333,35780498,35780648,35780816,35781072,35781252,35782517,35782679,35782869,35784317,35785106,35785334,35785483,35787072,35788822	35775659	35788427
chr7	20615207	20757009	ABCB5-202	45	+	ENSG00000004846.16	ENST00000404938.6	protein_coding	20615207,20623265,20626557,20628688,20632059,20643184,20643461,20645756,20645961,20647535,20647968,20650022,20651420,20658506,20681505,20685696,20698407,20699825,20700058,20704724,20723016,20727040,20728315,20738983,20742877,20745232,20753360,20755427	20615837,20623338,20626611,20628838,20632113,20643375,20643632,20645880,20646138,20647648,20648078,20650147,20651623,20658676,20681666,20685836,20698550,20699929,20700135,20704807,20723219,20727140,20728455,20739139,20743074,20745438,20753506,20757009	20623286	20755622
chr7	96120220	96322093	SLC25A13-201	63	-	ENSG00000004864.13	ENST00000265631.9	protein_coding	96120220,96121655,96121839,96131743,96146556,96170045,96171472,96184277,96184927,96189294,96189581,96191109,96193037,96208838,96234802,96277196,96296898,96321942	96121377,96121745,96121997,96131881,96146696,96170125,96171524,96184435,96185011,96189378,96189674,96191247,96193183,96208977,96234917,96277338,96296951,96322093	96321954	96121191
chr7	116953342	117230103	ST7-208	10	+	ENSG00000004866.20	ENST00000393451.7	protein_coding	116953342,117099762,117119561,117129793,117130491,117131885,117136081,117138435,117170862,117189321,117190834,117209787,117219084,117221923,117229762	116953691,117099844,117119720,117129847,117130606,117131960,117136235,117138532,117170976,117189393,117190936,117209937,117219176,117222062,117230103	116953541	117229855
chr7	93424539	93574730	CALCR-207	87	-	ENSG00000004948.14	ENST00000426151.6	protein_coding	93424539,93434253,93435952,93438060,93438210,93443604,93460821,93468715,93472375,93477558,93479354,93486931,93574289,93574692	93426589,93434294,93436170,93438126,93438270,93443757,93460947,93468806,93472487,93477668,93479507,93487007,93574506,93574730	93486979	93426356
chrX	11111301	11123078	HCCS-201	45	+	ENSG00000004961.14	ENST00000321143.8	protein_coding	11111301,11112019,11114835,11117267,11118501,11120907,11121612	11111460,11112160,11114986,11117415,11118620,11120993,11123078	11112061	11121808
chr19	18831938	18868236	UPF1-201	22	+	ENSG00000005007.12	ENST00000262803.9	protein_coding	18831938,18845980,18847744,18850075,18850688,18852135,18852987,18853252,18854601,18854879,18855124,18855925,18856186,18856877,18857320,18860321,18860826,18862010,18863438,18864170,18865289,18865561,18866044,18866521	18832440,18846119,18847833,18850242,18850868,18852296,18853071,18853350,18854709,18855038,18855242,18856089,18856300,18857020,18857533,18860438,18860982,18862152,18863612,18864251,18865450,18865778,18866166,18868236	18832210	18866161
chr7	27181515	27185216	HOXA11-201	45	-	ENSG00000005073.5	ENST00000006015.3	protein_coding	27181515,27184436	27183028,27185216	27185142	27182796
chr7	102473118	102478907	POLR2J-201	37	-	ENSG00000005075.15	ENST00000292614.9	protein_coding	102473118,102474361,102476181,102478808	102473684,102474535,102476270,102478907	102478858	102473649
chr16	20806499	20849668	REXO5-201	46	+	ENSG00000005189.19	ENST00000261377.10	protein_coding	20806499,20806952,20813190,20814927,20816116,20821762,20824439,20825833,20827058,20827353,20828435,20832156,20833003,20839755,20840331,20843934,20844629,20845054,20846221,20849399	20806705,20807091,20813302,20815053,20816212,20821902,20824527,20825948,20827196,20827447,20828537,20832259,20833123,20839859,20840468,20844026,20844845,20845241,20846339,20849668	20806954	20849478
chr9	35104121	35116341	FAM214B-208	61	-	ENSG00000005238.19	ENST00000605244.5	protein_coding	35104121,35105682,35105941,35106252,35106538,35106833,35107381,35108594,35116262	35105374,35105857,35106009,35106410,35106643,35106891,35108349,35108737,35116341	35108272	35105221
chrX	11758159	11775747	MSL3-203	3	+	ENSG00000005302.18	ENST00000361672.6	protein_coding	11758159,11759793,11760403,11760837,11762130,11762837,11763780,11765467,11768573,11772156,11772621,11774980	11758365,11759875,11760498,11760937,11762252,11762997,11763938,11765729,11768682,11772255,11772705,11775747	11760920	11775077
chr16	3725054	3880726	CREBBP-201	56	-	ENSG00000005339.14	ENST00000262367.9	protein_coding	3725054,3731192,3731776,3736036,3736650,3738559,3739578,3740399,3744894,3745277,3749627,3751726,3757288,3757809,3758854,3767720,3769174,3770570,3773751,3774569,3777613,3778011,3778700,3780732,3781204,3782684,3791981,3793386,3810603,3850297,3879832	3729874,3731473,3731937,3736203,3736815,3738672,3739724,3740549,3744961,3745354,3749683,3751806,3757376,3758048,3758972,3767909,3769353,3770986,3773930,3774693,3777657,3778182,3778817,3780878,3781306,3782926,3792094,3793626,3810779,3851009,3880726	3879914	3727718
chr2	74421730	74425755	WDR54-201	92	+	ENSG00000005448.16	ENST00000348227.4	protein_coding	74421730,74422153,74422870,74423319,74423478,74423855,74424875,74425075,74425417,74425570	74421816,74422375,74422932,74423385,74423531,74423982,74424975,74425237,74425491,74425755	74422154	74425699
chr7	87345695	87399795	CROT-201	5	+	ENSG00000005469.11	ENST00000331536.7	protein_coding	87345695,87346340,87349048,87359206,87361390,87361728,87369376,87375632,87375828,87377349,87381910,87382074,87382413,87391589,87392566,87392730,87392948,87398524	87345767,87346430,87349183,87359330,87361571,87361852,87369484,87375725,87375953,87377450,87381993,87382181,87382543,87391712,87392644,87392823,87393067,87399795	87349069	87398642
chr7	87402049	87475739	ABCB4-201	87	-	ENSG00000005471.17	ENST00000265723.8	protein_coding	87402049,87403135,87406288,87408037,87409236,87411893,87413617,87417312,87418537,87419998,87422121,87423906,87426750,87431404,87439667,87440199,87443319,87443663,87444862,87447034,87449968,87451623,87452944,87454535,87462758,87472621,87475386,87475634	87402302,87403281,87406515,87408234,87409392,87412033,87413717,87417515,87418620,87420075,87422225,87424052,87426920,87431565,87439837,87440402,87443444,87443773,87444975,87447205,87450092,87451794,87453135,87454592,87462908,87472675,87475471,87475739	87475463	87402096
chr11	3357928	3379222	ZNF195-230	47	-	ENSG00000005801.17	ENST00000620374.4	protein_coding	3357928,3360720,3361743,3370975,3371577,3373577,3379038	3360565,3360788,3361889,3371070,3371703,3373656,3379222	3373589	3359118
chrX	24149745	24216089	ZFX-203	35	+	ENSG00000005889.15	ENST00000379177.5	protein_coding	24149745,24151691,24152720,24161715,24172715,24179183,24207326,24207712,24208218,24208900,24210193	24149794,24151800,24152830,24161842,24172800,24179770,24207475,24207855,24208370,24209040,24216089	24172743	24211374
chrX	120436494	120469306	LAMP2-202	40	-	ENSG00000005893.15	ENST00000371335.4	protein_coding	120436494,120441730,120442599,120446305,120447841,120448970,120455357,120456651,120469106	120439293,120441894,120442662,120446427,120448025,120449128,120455570,120456769,120469306	120469167	120439154
chr19	18588796	18592336	REX1BD-202	46	+	ENSG00000006015.17	ENST00000450195.6	protein_coding	18588796,18588995,18589479,18590854,18592108	18588900,18589077,18589683,18590933,18592336	18588802	18592178
chr17	47807373	47821834	OSBPL7-202	72	-	ENSG00000006025.11	ENST00000392507.7	protein_coding	47807373,47808191,47808538,47808864,47809076,47809334,47810594,47810772,47813266,47813587,47814521,47815215,47816107,47816388,47816563,47816780,47817256,47818269,47818506,47818986,47819729,47819971,47820204,47821666	47807836,47808399,47808660,47808990,47809220,47809478,47810672,47810835,47813403,47813834,47814614,47815352,47816202,47816482,47816695,47816872,47817359,47818386,47818616,47819099,47819782,47820096,47820365,47821834	47820276	47808291
chr11	17392885	17476845	ABCC8-202	51	-	ENSG00000006071.13	ENST00000389817.7	protein_coding	17392885,17393697,17394266,17395172,17395610,17395852,17396916,17397193,17397684,17398339,17402661,17404512,17405494,17406622,17406888,17407354,17408392,17410516,17412666,17413394,17414512,17415304,17416930,17427049,17427867,17428289,17428565,17430814,17432204,17442720,17443178,17448516,17453119,17460488,17461583,17463438,17470101,17474886,17476629	17393128,17393759,17394399,17395275,17395718,17395930,17397046,17397313,17397797,17398441,17402753,17404669,17405563,17406788,17407129,17407453,17408517,17410653,17412746,17413478,17414610,17415339,17416962,17427154,17427942,17428405,17428670,17430959,17432244,17442882,17443312,17448671,17453283,17460676,17461825,17463604,17470222,17475027,17476845	17476774	17392991
chr16	24255553	24362801	CACNG3-201	16	+	ENSG00000006116.3	ENST00000005284.3	protein_coding	24255553,24346734,24354833,24361352	24256965,24346817,24354973,24362801	24256755	24361861
chr11	60924481	60937159	TMEM132A-201	11	+	ENSG00000006118.14	ENST00000005286.8	protein_coding	60924481,60927204,60927641,60928629,60930510,60931686,60931984,60933542,60934488,60935252,60935864	60924733,60927418,60927859,60928960,60930659,60931884,60932127,60933744,60934764,60935443,60937159	60924634	60936905
chr16	57372477	57385041	CX3CL1-202	76	+	ENSG00000006210.6	ENST00000563383.1	protein_coding	57372477,57379616,57382030	57372638,57379754,57385041	57372569	57383030
chr16	3020312	3022383	TNFRSF12A-201	56	+	ENSG00000006327.13	ENST00000326577.8	protein_coding	3020312,3021215,3021555,3021771	3020491,3021319,3021689,3022383	3020398	3021824
chr14	70729651	70809534	MAP3K9-206	8	-	ENSG00000006432.15	ENST00000555993.6	protein_coding	70729651,70732539,70733757,70734386,70735961,70738245,70740042,70742351,70748829,70749933,70761002,70800667,70808766	70730864,70733342,70733798,70734498,70736029,70738398,70740164,70742591,70749004,70750081,70761182,70801080,70809534	70809169	70730380
chr11	68008578	68028696	ALDH3B1-204	5	+	ENSG00000006534.15	ENST00000614849.4	protein_coding	68008578,68015297,68018527,68018773,68019170,68019715,68021485,68022595,68026009,68027749	68008692,68015459,68018637,68018893,68019255,68019796,68021871,68022761,68026108,68028696	68015298	68027937
chr1	54784551	54801198	TTC22-201	81	-	ENSG00000006555.10	ENST00000371274.8	protein_coding	54784551,54785983,54786957,54787711,54788042,54800597	54785644,54786144,54787075,54787826,54788097,54801198	54801161	54785546
chr7	77798901	77957225	PHTF2-202	54	+	ENSG00000006576.16	ENST00000275575.11	protein_coding	77798901,77840221,77893608,77900711,77901762,77908793,77910245,77920279,77922623,77929109,77937710,77940030,77940528,77942700,77951617,77953769,77954858	77798971,77840300,77893664,77900780,77901920,77908958,77910409,77920465,77922778,77929327,77937838,77940302,77940659,77942786,77951712,77953894,77957225	77840256	77954876
chr7	75769533	75789896	CCL26-202	22	-	ENSG00000006606.8	ENST00000394905.2	protein_coding	75769533,75771889,75772104,75789717	75769789,75772003,75772254,75789896	75772174	75769693
chr11	17493895	17544416	USH1C-202	72	-	ENSG00000006611.15	ENST00000318024.8	protein_coding	17493895,17496758,17498162,17501051,17501482,17501939,17517401,17520870,17521346,17522784,17523211,17523419,17524451,17526347,17526753,17527016,17527223,17531154,17531399,17533255,17544272	17494376,17496813,17498271,17501150,17501535,17501980,17517474,17520994,17521411,17522926,17523267,17523478,17524535,17526441,17526810,17527040,17527331,17531292,17531542,17533322,17544416	17544305	17494364
chr19	3594506	3606840	TBXA2R-201	33	-	ENSG00000006638.11	ENST00000375190.8	protein_coding	3594506,3599849,3606530	3595933,3600717,3606840	3600632	3595688
chr7	112423144	112475527	IFRD1-201	89	+	ENSG00000006652.13	ENST00000005558.8	protein_coding	112423144,112450508,112455763,112456002,112456914,112458861,112461866,112462001,112462270,112467981,112472219,112472766,112475430	112423432,112450782,112455867,112456086,112457038,112459018,112461916,112462179,112462378,112468115,112472347,112472861,112475527	112450689	112475517
chr19	39704481	39709313	LGALS14-201	29	+	ENSG00000006659.12	ENST00000360675.7	protein_coding	39704481,39705705,39706597,39707178,39709197	39704543,39706009,39706673,39707388,39709313	39705908	39709311
chr7	74453790	74602590	GTF2IRD1-201	10	+	ENSG00000006704.10	ENST00000265755.7	protein_coding	74453790,74508075,74512830,74515441,74518139,74519409,74521208,74524071,74529734,74535113,74536167,74538136,74538680,74539879,74544755,74545744,74547103,74555174,74555393,74557639,74558861,74559627,74589851,74590825,74595014,74601044,74602365	74454176,74508203,74512971,74515596,74518322,74519719,74521297,74524154,74529917,74535138,74536275,74538173,74538760,74539968,74544802,74545809,74547286,74555223,74555494,74557722,74559044,74559655,74589928,74591017,74595051,74601180,74602590	74508081	74602431
chr17	10300865	10373130	MYH13-202	99	-	ENSG00000006788.13	ENST00000418404.8	protein_coding	10300865,10301569,10303196,10303394,10306459,10306939,10309234,10309522,10311103,10311911,10312574,10313158,10315693,10315899,10318790,10320153,10320351,10321532,10324022,10327866,10330387,10332099,10333074,10340150,10340328,10343800,10345202,10345467,10346680,10350556,10354680,10354895,10355084,10357735,10359960,10360161,10362118,10362360,10364327,10372979	10300965,10301703,10303291,10303498,10306629,10307064,10309437,10309830,10311227,10312076,10312757,10313354,10315811,10316025,10319179,10320243,10320496,10321708,10324264,10328121,10330523,10332222,10333191,10340237,10340401,10344109,10345372,10345616,10346798,10350694,10354783,10354993,10355147,10357827,10360071,10360188,10362274,10362503,10364542,10373130	10364528	10300951
chr2	158101870	158135966	UPP2-201	44	+	ENSG00000007001.12	ENST00000005756.4	protein_coding	158101870,158106099,158115101,158117824,158121409,158123749,158134748	158102125,158106216,158115259,158117938,158121618,158123895,158135966	158102064	158134888
chr19	45251292	45305283	MARK4-202	20	+	ENSG00000007047.14	ENST00000300843.8	protein_coding	45251292,45258989,45263113,45263319,45264684,45264840,45266225,45271472,45277923,45278516,45280374,45280575,45287447,45294349,45297676,45298143,45299811,45302374	45251639,45259189,45263166,45263367,45264749,45264910,45266281,45271708,45278042,45278615,45280483,45280734,45287664,45294452,45297954,45298222,45299855,45305283	45251589	45302436
chr4	15968234	16083701	PROM1-210	31	-	ENSG00000007062.11	ENST00000510224.5	protein_coding	15968234,15971043,15979395,15979881,15980422,15984263,15985760,15985957,15987663,15989732,15991222,15992248,15993987,15998385,16000496,16006538,16008949,16013275,16016166,16018323,16023326,16024295,16025192,16033304,16035735,16038946,16075687,16083665	15969368,15971082,15979463,15979904,15980537,15984355,15985828,15986037,15987716,15989824,15991293,15992391,15994071,15998488,16000619,16006690,16009108,16013338,16016240,16018540,16023415,16024358,16025312,16033509,16035761,16039001,16076118,16083701	16075904	15971067
chr17	28473293	28497781	SLC13A2-201	75	+	ENSG00000007216.14	ENST00000314669.9	protein_coding	28473293,28489214,28490454,28490701,28491437,28491730,28493571,28494017,28494391,28495655,28496450,28497099	28473814,28489342,28490590,28490906,28491617,28491852,28493789,28494105,28494512,28495816,28496587,28497781	28473713	28497267
chr17	9913850	10198551	GAS7-203	40	-	ENSG00000007237.18	ENST00000432992.6	protein_coding	9913850,9918001,9919626,9925476,9926641,9934166,9940126,9943121,9946894,9959202,9969677,9981804,10019777,10198208	9917341,9918099,9919705,9925599,9926769,9934244,9940200,9943236,9946983,9959255,9969762,9981884,10019897,10198551	10198388	9917228
chr19	45162933	45178237	TRAPPC6A-202	31	-	ENSG00000007255.10	ENST00000585934.1	protein_coding	45162933,45163916,45164164,45164853,45165127,45178135	45163223,45164009,45164247,45164970,45165194,45178237	45178216	45163192
chr19	3777973	3786413	MATK-202	95	-	ENSG00000007264.14	ENST00000395040.6	protein_coding	3777973,3778509,3778992,3779378,3779533,3779698,3781607,3783126,3783814,3784124,3784338,3784825,3786169	3778422,3778595,3779187,3779451,3779617,3779797,3781672,3783219,3784033,3784239,3784451,3784884,3786413	3784831	3778183
chr19	41673307	41688367	CEACAM7-201	47	-	ENSG00000007306.14	ENST00000006724.7	protein_coding	41673307,41677376,41683785,41686859,41688102	41674759,41677503,41684063,41687221,41688367	41688163	41677412
chr17	63928740	63932354	CD79B-201	25	-	ENSG00000007312.12	ENST00000006750.7	protein_coding	63928740,63929434,63929770,63930074,63931335,63932195	63929324,63929475,63929888,63930385,63931385,63932354	63932259	63929226
chr17	63938554	63972918	SCN4A-201	32	-	ENSG00000007314.12	ENST00000435607.3	protein_coding	63938554,63942826,63943746,63944673,63945007,63945360,63947045,63947890,63948611,63949393,63951424,63957162,63959265,63961193,63963672,63964468,63966102,63966481,63968023,63971162,63971722,63972136,63972352,63972569	63941993,63943096,63943850,63944810,63945060,63945638,63947167,63948063,63948765,63949528,63951900,63957518,63959438,63961431,63963825,63964677,63966243,63966544,63968355,63971253,63971850,63972225,63972470,63972918	63972839	63940771
chr16	58059	72631	RHBDF1-201	29	-	ENSG00000007384.15	ENST00000262316.10	protein_coding	58059,58974,59249,59419,59732,60216,60439,61120,61385,61585,61798,62538,62775,62973,63587,64699,64899,72513	58759,59127,59349,59494,59826,60279,60539,61281,61459,61696,62052,62695,62897,63182,63800,64829,65039,72631	65013	58340
chr16	188969	229450	LUC7L-201	4	-	ENSG00000007392.16	ENST00000293872.12	protein_coding	188969,189968,190541,192927,199062,206004,208078,220649,227242,229279	189339,190135,190570,193015,199238,206147,208188,220747,227336,229450	229337	189198
chr3	50362892	50503423	CACNA2D2-204	7	-	ENSG00000007402.11	ENST00000424201.6	protein_coding	50362892,50364888,50365075,50365356,50365633,50365810,50366011,50366267,50366578,50366831,50367011,50367394,50367642,50367812,50368138,50370320,50374737,50375644,50375809,50375963,50376114,50377467,50377732,50378008,50378284,50378915,50379092,50379432,50379725,50379968,50380748,50380995,50384196,50387568,50394109,50434313,50476118,50503218	50364806,50364970,50365184,50365482,50365688,50365862,50366163,50366338,50366625,50366919,50367109,50367497,50367704,50367902,50368235,50370380,50374813,50375705,50375880,50376034,50376188,50377541,50377803,50378097,50378333,50378993,50379199,50379590,50379824,50380018,50380805,50381126,50384337,50387612,50394168,50434429,50476199,50503423	50503421	50364666
chr16	1334504	1349438	BAIAP3-201	54	+	ENSG00000007516.13	ENST00000324385.9	protein_coding	1334504,1338540,1338902,1339164,1339496,1340922,1341129,1341294,1341822,1341986,1342181,1342527,1342719,1342913,1343393,1344022,1344227,1344469,1344601,1344798,1344969,1345249,1345747,1345986,1346170,1346442,1346605,1346847,1347298,1347545,1347701,1347894,1348096,1348379	1334756,1338680,1338989,1339244,1339603,1340981,1341195,1341489,1341866,1342063,1342283,1342634,1342814,1343016,1343513,1344146,1344317,1344525,1344698,1344849,1345099,1345372,1345890,1346078,1346361,1346510,1346684,1346955,1347369,1347625,1347821,1348017,1348301,1349438	1334662	1348480
chr16	570018	584109	PIGQ-201	40	+	ENSG00000007541.16	ENST00000026218.9	protein_coding	570018,574066,575839,576134,578379,578785,579069,580183,580858,582883	570096,574763,575970,576254,578505,578938,579180,580263,580972,584109	574075	583632
chr16	1612325	1677908	CRAMP1-202	5	+	ENSG00000007545.15	ENST00000397412.7	protein_coding	1612325,1614639,1625973,1632212,1637824,1641139,1652496,1653033,1655219,1655877,1659886,1662490,1662761,1665057,1666073,1666422,1667335,1667962,1669001,1670664,1673881	1612422,1614985,1626166,1632365,1637907,1641187,1652581,1653156,1655300,1656992,1660063,1662671,1662835,1665138,1666177,1666600,1667400,1668193,1669165,1670809,1677908	1614640	1674043
chr1	1751232	1778790	NADK-202	83	-	ENSG00000008130.15	ENST00000341991.7	protein_coding	1751232,1753567,1754051,1754284,1754544,1755374,1756258,1756503,1757181,1761952,1765228,1778746	1753060,1753649,1754208,1754383,1754698,1755476,1756343,1756608,1757310,1762035,1765446,1778790	1765404	1752904
chr6	50713828	50772988	TFAP2D-201	32	+	ENSG00000008197.4	ENST00000008391.3	protein_coding	50713828,50715116,50719090,50728856,50729194,50745107,50751211,50772645	50714094,50715613,50719150,50729021,50729312,50745248,50751324,50772988	50714056	50772862
chr7	87934420	88202889	ADAM22-205	87	+	ENSG00000008277.14	ENST00000398209.7	protein_coding	87934420,87935026,87978336,88075626,88108176,88114584,88116745,88125589,88128602,88130388,88131269,88132867,88134329,88135980,88143026,88145125,88145415,88148977,88150981,88151257,88153221,88155887,88163012,88165832,88168137,88171544,88181505,88181958,88186615,88193116,88196471	87934550,87935186,87978412,88075692,88108258,88114647,88116814,88125659,88128676,88130459,88131435,88132951,88134419,88136031,88143125,88145196,88145507,88149057,88151031,88151320,88153326,88156006,88163180,88165946,88168227,88171561,88181605,88182024,88186701,88193239,88202889	87934466	88196489
